암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,로하스인천요양병원,28,요양병원,220000,인천,220007,인천연수구,연수동,21927,인천광역시 연수구 벚꽃로 114 브랫슬 7~8층 (연수동),www.lohasincheon.com,2013-02-20,6,0,0,0,5,0,0,0,0,1,0,0,0,126.6781248,37.4170791
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,로하스참사랑요양병원,28,요양병원,110000,서울,110013,영등포구,,7290,서울특별시 영등포구 경인로77길 6 (문래동2가),,2011-07-18,3,0,0,0,2,0,0,0,0,1,0,0,0,126.8933557,37.5127119
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,로하스클로버요양병원,28,요양병원,310000,경기,311901,고양덕양구,,10463,경기도 고양시 덕양구  호국로 804 (성사동),http://clover-hp.co.kr/,2007-07-13,4,1,0,0,2,0,0,0,0,1,0,0,0,126.8375474,37.6573648
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,리암요양병원,28,요양병원,370000,경북,371000,경산시,,38581,경상북도 경산시 원효로 172-0  (사동),,2022-09-20,1,0,0,0,1,0,0,0,0,0,0,0,0,128.7553861,35.8197585
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,마노요양병원,28,요양병원,310000,경기,312400,안성시,,456874,경기도 안성시 보개면 남사당로 196-61 196,http://www.mahnomedical.com,2010-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3088642,37.0296774
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,마루요양병원,28,요양병원,360000,전남,360022,화순군,,58159,전라남도 화순군 춘양면 개천로 249 (),,2007-05-30,6,0,0,0,3,0,0,0,0,3,0,0,0,126.923612,34.9295501
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,마리아성모요양병원,28,요양병원,110000,서울,110013,영등포구,,7229,"서울특별시 영등포구 영중로 122 (영등포동8가, 일이빌딩)",,2006-09-13,5,0,0,0,4,0,0,0,0,1,0,0,0,126.905982,37.5271374
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,마산요양병원,28,요양병원,380000,경남,380701,창원마산회원구,,51286,"경상남도 창원시 마산회원구 무학로 619 (회원동, 마산노인병원)",,2000-05-15,4,1,0,0,2,0,0,0,0,1,0,0,0,128.5644341,35.221736
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,마석기독요양병원,28,요양병원,310000,경기,311500,남양주시,,12179,경기도 남양주시 화도읍 마석중앙로 46-1 (),http://www.msch.co.kr,2016-08-05,4,1,0,0,2,0,0,0,0,1,0,0,0,127.3049028,37.6526042
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,마포요양병원,28,요양병원,110000,서울,110009,마포구,,3965,서울특별시 마포구 성산로4길 33 마포요양병원 지하1~5층 (성산동),,2019-07-11,5,1,0,0,3,0,0,0,0,1,0,0,0,126.90874,37.5640999
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjODEjJDEjJDIjJDgz,만인요양병원,28,요양병원,350000,전북,350402,전주덕진구,,55145,전라북도 전주시 덕진구 발단길 5 (송천동2가),,2012-12-10,3,0,0,0,2,0,0,0,0,1,0,0,0,127.1156626,35.871257
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,매그너스요양병원,28,요양병원,310000,경기,311500,남양주시,수동면,12028,경기도 남양주시 수동면 지둔로445번길 33-51 매그너스요양병원,http://www.magnushospital.co.kr/,2007-05-08,6,0,0,0,5,0,0,0,0,1,0,0,0,127.2976754,37.7214956
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,메디누리요양병원,28,요양병원,310000,경기,311902,고양일산서구,,10343,"경기도 고양시 일산서구 일현로 53 1,4,5-8층 (탄현동)",,2017-11-13,3,0,0,0,2,0,0,0,0,1,0,0,0,126.7630155,37.6919635
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDAjJDgz,메디암요양병원,28,요양병원,230000,대구,230001,대구남구,,42430,대구광역시 남구 봉덕로 33 (봉덕동),,2012-10-08,2,0,0,0,1,0,0,0,0,1,0,0,0,128.5943723,35.8453695
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,메디움강남요양병원,28,요양병원,110000,서울,110001,강남구,,6265,서울특별시 강남구 강남대로 276 (도곡동),,2016-10-28,3,0,0,0,2,0,0,0,0,1,0,0,0,127.0328796,37.488047
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,메디움수원요양병원,28,요양병원,310000,경기,310602,수원장안구,,16270,"경기도 수원시 장안구 팔달로 235 (영화동, 메디움수원요양병원)",,2017-06-08,3,0,0,0,2,0,0,0,0,0,0,0,1,127.0109215,37.2876872
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,메디움천안요양병원,28,요양병원,340000,충남,340202,천안동남구,,31068,"충청남도 천안시 동남구 유량로 180 (유량동, 메디움천안요양병원)",,2017-08-25,4,0,0,0,2,0,0,0,0,2,0,0,0,127.1783182,36.8109893
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,메디팜요양병원,28,요양병원,360000,전남,360400,순천시,,58028,전라남도 순천시 양율길 306  (인월동),,2007-07-25,8,0,0,0,7,0,0,0,0,0,0,0,1,127.478177,34.8976544
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQzNjEwMDIjODEjJDEjJDYjJDgz,메디하우스요양병원,28,요양병원,350000,전북,350300,익산시,,54675,전라북도 익산시 인북로4길 59 (인화동2가),,2010-02-24,3,0,0,0,2,0,0,0,0,1,0,0,0,126.9560551,35.9292133
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,메디하임효병원,28,요양병원,310000,경기,310701,안양만안구,,14093,"경기도 안양시 만안구 안양로 115 (안양동, 지상2,3,4,5,6층)",,2011-06-07,4,0,0,0,3,0,0,0,0,0,0,0,1,126.9325215,37.3849123
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz,메디하임효요양병원,28,요양병원,310000,경기,312002,용인수지구,,16880,"경기도 용인시 수지구 현암로 164 신주프라자 306호,4층,603호~608호 (죽전동)",,2006-05-11,5,0,0,0,4,0,0,0,0,1,0,0,0,127.1276285,37.3312751
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,메디힐요양병원,28,요양병원,310000,경기,312200,파주시,,10801,경기도 파주시 파평면 청송로652번길 14 외2필지,,2012-10-25,2,0,0,0,1,0,0,0,0,1,0,0,0,126.8800181,37.9421581
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,메이저요양병원,28,요양병원,310000,경기,310603,수원팔달구,,16482,경기도 수원시 팔달구 경수대로565번길 51 (인계동),,2016-03-11,6,0,0,0,5,0,0,0,0,1,0,0,0,127.0273517,37.2756867
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,메이플요양병원,28,요양병원,310000,경기,310300,부천시,,14516,경기도 부천시 평천로 724 (삼정동),,2015-05-26,5,0,0,0,3,0,0,0,0,2,0,0,0,126.771156,37.5148952
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,메트로요양병원,28,요양병원,380000,경남,380703,창원진해구,,51604,"경상남도 창원시 진해구 용원로 37 (용원동, 블루마운틴)",,2019-02-28,6,0,0,0,4,0,0,0,0,2,0,0,0,128.8133848,35.0999853
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,명덕효요양병원,28,요양병원,230000,대구,230001,대구남구,,42410,"대구광역시 남구 중앙대로 227 주1(지하1~5)층 ,주2(지하1~3)층호 (대명동)",,2017-10-31,5,1,0,0,3,0,0,0,0,1,0,0,0,128.5900107,35.8538173
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,명문요양병원,28,요양병원,360000,전남,360008,담양군,,57381,전라남도 담양군 대덕면 창평현로 1063 (),,2011-05-19,3,0,0,0,2,0,0,0,0,1,0,0,0,127.0491748,35.2501132
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,모나리자요양병원,28,요양병원,110000,서울,110003,강서구,,7540,서울특별시 강서구 양천로 715 지하3층~8층 (염창동),http://www.모나리자재활병원.com,2020-02-06,8,0,0,0,8,0,0,0,0,0,0,0,0,126.8755495,37.5497887
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,목동현대요양병원,28,요양병원,110000,서울,110005,구로구,,8228,서울특별시 구로구 중앙로 91 본소클리닉스 (고척동),,2014-06-12,2,0,0,0,2,0,0,0,0,0,0,0,0,126.8604343,37.505574
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,목포재활요양병원,28,요양병원,360000,전남,360300,목포시,,58615,전라남도 목포시 영산로 627  (석현동),,2008-04-02,6,1,0,0,4,0,0,0,0,1,0,0,0,126.4217794,34.8212626
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,무등요양병원,28,요양병원,240000,광주,240005,광주남구,,61674,"광주광역시 남구 봉선1로 114 2~6층, 지하1층 (봉선동)",,2019-12-27,3,1,0,0,0,0,0,0,0,2,0,0,0,126.9175248,35.1272868
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,무지개요양병원,28,요양병원,310000,경기,311902,고양일산서구,,10228,"경기도 고양시 일산서구 덕이로 212 (덕이동, 백송프라자 3,4층 일부)",http://www.mujigae.or.kr,2009-03-31,9,1,0,0,6,0,0,0,0,2,0,0,0,126.7393345,37.696692
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,문막요양병원,28,요양병원,320000,강원,320400,원주시,,26373,강원도 원주시 문막읍 문막시장1길 16-0 (),,2019-01-28,3,0,0,0,3,0,0,0,0,0,0,0,0,127.8170021,37.3079128
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,문양요양병원,28,요양병원,230000,대구,230100,대구달성군,,42906,대구광역시 달성군 다사읍 달구벌대로109길 12-6 1~4층,,2019-07-30,5,0,0,0,4,0,0,0,0,0,0,0,1,128.4403834,35.8529902
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,문요양병원,28,요양병원,230000,대구,230003,대구북구,,41468,"대구광역시 북구 칠곡중앙대로 215 지하2층, 1층~7층 (태전동)",,2016-01-19,6,0,0,0,3,0,0,0,0,2,0,0,1,128.5480197,35.9153551
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,미남동의요양병원,28,요양병원,210000,부산,210003,부산동래구,,47851,부산광역시 동래구 아시아드대로 239-1 (온천동),,2014-07-01,4,0,0,0,2,0,0,0,0,2,0,0,0,129.0674535,35.2054534
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,미라클요양병원,28,요양병원,310000,경기,311400,군포시,,15874,경기도 군포시 삼성로8번길 4-20 (부곡동),http://www.gunpohyorim.co.kr,2007-04-02,5,0,0,0,5,0,0,0,0,0,0,0,0,126.9351014,37.3363977
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,미래요양병원,28,요양병원,350000,전북,350600,김제시,,54339,전라북도 김제시 금구면 낙산1길 72 (),,2008-05-15,9,0,0,0,6,0,0,0,0,3,0,0,0,127.0014483,35.8077764
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,미사강변요양병원,28,요양병원,310000,경기,311300,하남시,,12922,경기도 하남시 미사대로 424 트레비타워 4~8층 (망월동),http://www.misahospital.com/,2019-09-21,8,0,0,0,5,0,0,0,0,2,0,0,1,127.1978381,37.566238
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,미소요양병원,28,요양병원,210000,부산,210009,부산해운대구,,612803,부산광역시 해운대구 아랫반송로6번길 37-37 (반송동),,2007-05-30,4,0,0,0,2,0,0,0,0,2,0,0,0,129.1465413,35.2246553
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,미소요양병원,28,요양병원,240000,광주,240003,광주서구,,61933,광주광역시 서구 내방로 434 버킹검웨딩타운 1-5층층 (농성동),,2018-10-16,4,0,0,0,2,0,0,0,0,2,0,0,0,126.8867495,35.160014
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,미소요양병원,28,요양병원,360000,전남,360022,화순군,,58154,전라남도 화순군 도곡면 고인돌1로 282-14 282,,2009-07-17,5,0,0,0,3,0,0,0,0,2,0,0,0,126.9229568,34.994261
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,미추홀숲요양병원,28,요양병원,220000,인천,220001,인천미추홀구,,22209,"인천광역시 미추홀구 한나루로 505 (용현동, 조흥빌딩 2층 ~6층)",,2015-11-11,4,1,0,0,2,0,0,0,0,1,0,0,0,126.6671895,37.4520249
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,바른요양병원,28,요양병원,320000,강원,320400,원주시,,26504,강원도 원주시 판부면 치악로 1139 (),http://www.wonjusilver.co.kr/,2003-12-01,7,2,0,0,4,0,0,0,0,1,0,0,0,127.9908842,37.293156
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,바른요양병원,28,요양병원,230000,대구,230002,대구동구,,41153,"대구광역시 동구 해동로 119 지하1,지상1~3층 (입석동)",http://www.barun7575.com,2012-09-28,6,0,0,0,3,0,0,0,0,3,0,0,0,128.6431954,35.8897321
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,방어진마린요양병원,28,요양병원,260000,울산,260002,울산동구,,44109,"울산광역시 동구 중진길 60 (방어동, 세광중공업)",,2016-05-27,6,0,0,0,4,0,0,0,0,2,0,0,0,129.4246231,35.4827341
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,백담의료재단 한울요양병원,28,요양병원,360000,전남,360008,담양군,,57389,전라남도 담양군 창평면 의병로 196 (),,2014-09-24,2,0,0,0,1,0,0,0,0,1,0,0,0,127.021178,35.240628
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,백석요양병원,28,요양병원,340000,충남,340201,천안서북구,,31159,충청남도 천안시 서북구 백석5길 4 (백석동),http://www.bsrh.kr/,2010-11-12,7,0,0,0,6,0,0,0,0,1,0,0,0,127.127605,36.8214172
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,백세요양병원,28,요양병원,250000,대전,250005,대전중구,,34934,대전광역시 중구 대종로 437-0 백세병원,,2016-11-08,5,1,0,0,3,0,0,0,0,1,0,0,0,127.4283495,36.3238691
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,백세요양병원,28,요양병원,240000,광주,240003,광주서구,,61926,광주광역시 서구 천변좌로316번길 4 1~5층 (양동),,2009-12-31,6,0,0,0,4,0,0,0,0,1,0,0,1,126.908473,35.1495246
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,백운요양병원,28,요양병원,220000,인천,220003,인천부평구,,21405,"인천광역시 부평구 마장로 68 (십정동, K빌딩, 지하1층,지상1층(일부),지상2~8층)",,2017-06-21,4,0,0,0,3,0,0,0,0,1,0,0,0,126.7085621,37.4849232
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz,백운요양병원,28,요양병원,240000,광주,240005,광주남구,,61660,광주광역시 남구 독립로 8 (백운동),,2016-12-19,7,1,0,0,4,0,0,0,0,2,0,0,0,126.9017719,35.1342926
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,백재활요양병원,28,요양병원,360000,전남,360022,화순군,,58115,전라남도 화순군 화순읍 대교로 147-10 (),http://100hospital.co.kr/,2012-07-23,5,1,0,0,3,0,0,0,0,1,0,0,0,126.9966007,35.0638602
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjODEjJDEjJDYjJDgz,범서사랑요양병원,28,요양병원,260000,울산,260100,울산울주군,,44924,"울산광역시 울주군 범서읍 구영로 94 엠프라자 3,7,8층",,2014-02-27,5,0,0,0,4,0,0,0,0,1,0,0,0,129.241276,35.5741416
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,베드로요양병원,28,요양병원,310000,경기,311700,시흥시,,15062,경기도 시흥시 평안상가5길 19 스마일요양병원 본관동 (정왕동),,2019-02-14,7,0,0,0,6,0,0,0,0,1,0,0,0,126.7479472,37.3358394
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,베스트안요양병원,28,요양병원,310000,경기,312001,용인기흥구,,16953,"경기도 용인시 기흥구 흥덕2로105번길 6 6~9층 (영덕동, 흥덕U프라자)",,2017-10-23,4,0,0,0,3,0,0,0,0,1,0,0,0,127.0733687,37.2772841
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,베스트요양병원,28,요양병원,310000,경기,312900,여주시,가남읍,12663,경기도 여주시 가남읍 경충대로961번길 2-15 2,http://www.bestok.co.kr/,2009-02-03,12,0,0,0,7,0,0,0,0,4,0,0,1,127.5612674,37.1817895
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNjEjJDEjJDgjJDgz,베스트힐스요양병원,28,요양병원,310000,경기,311102,안산상록구,,15633,"경기도 안산시 상록구 선진안길 17 (사동, e-서울병원)",,2006-10-02,7,1,0,0,5,0,0,0,0,0,0,0,1,126.8440996,37.2813199
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,벤조인요양병원,28,요양병원,250000,대전,250001,대전유성구,,34077,대전광역시 유성구 지족로364번길 19-0 2층 (지족동),http://cafe.daum.net/firstinhuman,2013-05-23,2,0,0,0,1,0,0,0,0,1,0,0,0,127.3179351,36.3861643
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,벧엘요양병원,28,요양병원,350000,전북,350402,전주덕진구,,54930,전라북도 전주시 덕진구 조경단로 77 (금암동),,2007-10-25,5,0,0,0,3,0,0,0,0,2,0,0,0,127.1386393,35.8412628
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,별내요양병원,28,요양병원,310000,경기,311500,남양주시,,12113,"경기도 남양주시 별내2로 74 5층,6층 (별내동, 별내동 JS타워)",,2014-02-28,4,0,0,0,4,0,0,0,0,0,0,0,0,127.1255536,37.6468963
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,보궁요양병원,28,요양병원,360000,전남,360022,화순군,,58105,전라남도 화순군 화순읍 서양로 372 (),,2016-10-17,4,0,0,0,3,0,0,0,0,1,0,0,0,126.9996846,35.0647712
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,보람요양병원,28,요양병원,210000,부산,210011,부산금정구,,46229,부산광역시 금정구 중앙대로 1961 (구서동),http://www.boram-hospital.co.kr/,2005-05-18,2,0,0,0,2,0,0,0,0,0,0,0,0,129.0910825,35.2593923
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,보람요양병원,28,요양병원,260000,울산,260100,울산울주군,,44975,울산광역시 울주군 온양읍 덕남로 233 (),,1992-04-28,3,0,0,0,2,0,0,0,0,1,0,0,0,129.2984214,35.4220223
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,보령시립노인전문병원,28,요양병원,340000,충남,340400,보령시,청라면,33421,충청남도 보령시 청라면 질재로 373 (청라면),,2009-12-16,4,0,0,0,2,0,0,0,0,2,0,0,0,126.6086597,36.4060076
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,보문효사랑요양병원,28,요양병원,110000,서울,110012,성북구,,2859,서울특별시 성북구 보문로 46 (보문동7가),,2006-09-11,5,0,0,0,4,0,0,0,0,1,0,0,0,127.0227418,37.5797389
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,보바스기념병원,28,요양병원,310000,경기,310403,성남분당구,,13552,"경기도 성남시 분당구 대왕판교로 155-7 (금곡동, 보바스기념병원)",http://www.bobath.co.kr,2002-05-10,20,0,0,0,20,0,0,0,0,0,0,0,0,127.0982564,37.3559526
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,보생요양병원,28,요양병원,210000,부산,210002,부산동구,,48738,부산광역시 동구 범일로 124 (범일동),,2010-05-19,2,0,0,0,1,0,0,0,0,1,0,0,0,129.0596663,35.1409626
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,보성군립 노인전문요양병원,28,요양병원,360000,전남,360010,보성군,,59431,전라남도 보성군 벌교읍 남하로 4-10 (),http://www.bshospital.kr/,2007-04-30,4,0,0,0,2,0,0,0,0,2,0,0,0,127.3450468,34.8335983
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,보성요양병원,28,요양병원,310000,경기,310300,부천시,,14424,"경기도 부천시 소사로 742 세라메디컬센터 지하1층일부,2층,3층일부,4~6층 (원종동)",www.보성병원.com,2014-12-17,7,0,0,0,4,0,0,0,0,3,0,0,0,126.8051268,37.5223103
