암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,신대온누리병원,21,병원,360000,전남,360400,순천시,,58011,"전라남도 순천시 해룡면 향매로 97-0  2,6~7층",,2020-05-20,2,0,0,0,2,0,0,0,0,0,0,0,0,127.5500227,34.9335929
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,신도시이진병원,21,병원,340000,충남,340500,아산시,배방읍,31470,"충청남도 아산시 배방읍 희망로46번길 45-9 청주프라자, 지하1층,2~5층",,2015-11-06,9,0,0,0,9,0,0,0,0,0,0,0,0,127.1073518,36.7897081
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,신라미소병원,21,병원,370000,경북,370100,경주시,,38116,"경상북도 경주시 보문로 465-67  B동 (신평동,지티랜드)",,2021-07-13,1,0,0,0,1,0,0,0,0,0,0,0,0,129.2908992,35.8395881
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,신마산서울아동병원,21,병원,380000,경남,380702,창원마산합포구,,51744,"경상남도 창원시 마산합포구 문화동15길 25 (창포동3가, 롯데빌리지)",,2012-04-02,4,0,0,0,4,0,0,0,0,0,0,0,0,128.5609348,35.1817371
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,신세계로병원,21,병원,380000,경남,380800,통영시,,53050,경상남도 통영시 정동2길 58 (정량동),,2005-06-20,2,0,0,0,2,0,0,0,0,0,0,0,0,128.4303084,34.8437265
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDAjJDgz,신세계병원,21,병원,230000,대구,230003,대구북구,,41535,대구광역시 북구 동북로 196 (산격동),,1994-12-30,15,0,0,0,15,0,0,0,0,0,0,0,0,128.6134367,35.8975347
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,신세계서울병원,21,병원,110000,서울,110013,영등포구,,7305,서울특별시 영등포구 경인로 841 서울영등포동4가우체국 (영등포동4가),,2021-12-28,8,0,0,0,8,0,0,0,0,0,0,0,0,126.90606,37.5165276
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNjEjJDEjJDgjJDgz,신안병원,21,병원,240000,광주,240002,광주북구,,61222,"광주광역시 북구 서암대로90번길 5 지1, 1~6층 (신안동)",,2022-03-30,1,0,0,0,1,0,0,0,0,0,0,0,0,126.8941691,35.1709004
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,신여성병원,21,병원,310000,경기,310800,의정부시,,11650,경기도 의정부시 시민로 50 (의정부동),,2016-02-04,8,0,0,0,8,0,0,0,0,0,0,0,0,127.0405638,37.7379619
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,신일병원,21,병원,110000,서울,110024,강북구,,1081,서울특별시 강북구 덕릉로 73 (수유동),,1982-05-22,10,0,0,0,10,0,0,0,0,0,0,0,0,127.0218488,37.6347937
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,신창의료재단 원주에이치병원,21,병원,320000,강원,320400,원주시,태장동,26316,강원도 원주시 북원상가길 49 (태장동),http://wonjusun.co.kr,2010-12-23,3,0,0,0,3,0,0,0,0,0,0,0,0,127.9517762,37.3837608
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,신촌연세병원,21,병원,110000,서울,110009,마포구,,4094,서울특별시 마포구 서강로 110 지2층~6층 (신수동),http://www.scys.co.kr,1999-11-24,15,0,0,0,15,0,0,0,0,0,0,0,0,126.9337712,37.5525983
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,신태백병원,21,병원,320000,강원,320600,태백시,,26022,강원도 태백시 황지로 23  (황지동),,2016-08-22,4,0,0,0,4,0,0,0,0,0,0,0,0,128.9901554,37.1611472
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,실로암안과병원,21,병원,110000,서울,110003,강서구,,7668,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",http://www.siloam.co.kr,1986-02-18,12,0,0,0,12,0,0,0,0,0,0,0,0,126.8622776,37.5460226
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,심정병원,21,병원,110000,서울,110004,관악구,,8761,서울특별시 관악구 남부순환로 1485 삼남빌딩 2~6층 (신림동),,2015-01-13,6,0,0,0,6,0,0,0,0,0,0,0,0,126.9156675,37.4823639
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,써지탑병원,21,병원,250000,대전,250003,대전서구,둔산동,35233,"대전광역시 서구 대덕대로 238 4,5,6층 (둔산동)",,2014-04-03,5,0,0,0,5,0,0,0,0,0,0,0,0,127.379941,36.3541136
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,씨에스나무병원,21,병원,360000,전남,360500,여수시,,59661,전라남도 여수시 도원로 164-1  (안산동),,2015-03-02,4,0,0,0,3,0,0,0,0,0,0,0,1,127.6493055,34.7606281
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,씨엔씨푸른병원,21,병원,330000,충북,330102,청주흥덕구,,28377,충청북도 청주시 흥덕구 2순환로 1234-0  (강서동),,2011-11-14,9,0,0,0,8,0,0,0,1,0,0,0,0,127.4298069,36.6258617
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,씨엠맘삼성병원,21,병원,240000,광주,240001,광주동구,,61464,"광주광역시 동구 남문로 689 해피뷰삼성메디타워 지하1층,지상2~6층 (학동)",,2018-06-05,7,0,0,0,7,0,0,0,0,0,0,0,0,126.9283432,35.1322279
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz,씽씽(singsing)병원,21,병원,380000,경남,380705,창원성산구,,51494,경상남도 창원시 성산구 중앙대로 104 마이우스빌딩 301.201-2호 (상남동),,2006-10-25,6,0,0,0,6,0,0,0,0,0,0,0,0,128.6808106,35.2234911
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,아가페의료재단 시티병원,21,병원,310000,경기,311600,의왕시,,16060,경기도 의왕시 오전천로 29 (오전동),,2013-10-10,9,0,0,0,9,0,0,0,0,0,0,0,0,126.9767992,37.3502814
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,아너스힐병원,21,병원,310000,경기,312300,김포시,,10035,경기도 김포시 통진읍 흥신로 320-10 아너스힐병원,,2022-06-09,2,0,0,0,2,0,0,0,0,0,0,0,0,126.6083909,37.6839365
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,아름제일병원,21,병원,110000,서울,110005,구로구,,8289,"서울특별시 구로구 새말로 94 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",,2013-10-01,14,0,0,0,14,0,0,0,0,0,0,0,0,126.8905378,37.5054584
JDU4MTI3MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,아벤스병원,21,병원,310000,경기,310702,안양동안구,,13936,"경기도 안양시 동안구 관평로 307 지하1층, 1층-5층 (관양동, 아벤스병원)",,2008-10-15,3,0,0,0,3,0,0,0,0,0,0,0,0,126.9568884,37.4039684
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,아산사회복지재단 보성아산병원,21,병원,360000,전남,360010,보성군,,59443,전라남도 보성군 미력면 가평길 36-17 (),,1983-04-01,6,0,0,0,6,0,0,0,0,0,0,0,0,127.1045625,34.7758583
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,아이(i)서울병원,21,병원,210000,부산,210007,부산영도구,,49056,부산광역시 영도구 영선대로 75 삼호빌딩 (영선동2가),,2016-10-10,6,0,0,0,4,0,0,0,1,1,0,0,0,129.0417146,35.0877774
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz,아이꿈터아동병원,21,병원,230000,대구,230007,대구달서구,,42760,"대구광역시 달서구 진천로 77 301동 3, 4층 (진천동, 진천역 계룡 리슈빌)",,2009-03-24,1,0,0,0,1,0,0,0,0,0,0,0,0,128.5218076,35.8155397
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,아이디병원,21,병원,110000,서울,110001,강남구,,6039,"서울특별시 강남구 도산대로 142 아이디병원 B1층,1,2,3층 (논현동)",http://www.idhospital.com,2009-03-11,46,4,0,0,34,1,0,0,7,0,0,0,0,127.0241884,37.51768
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDYjJDgz,아이마음아동병원,21,병원,260000,울산,260004,울산북구,,44223,"울산광역시 북구 괴정1길 114 2,3,4,5층 (매곡동)",,2019-05-08,4,0,0,0,4,0,0,0,0,0,0,0,0,129.3574932,35.6425369
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,아이맘아동병원,21,병원,240000,광주,240002,광주북구,,61071,"광주광역시 북구 하서로 400 2,3,4,5층 (양산동)",,2015-06-02,7,0,0,0,7,0,0,0,0,0,0,0,0,126.8745074,35.2105067
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4OSQzNjE4MzIjODEjJDEjJDIjJDgz,아이맘어린이병원,21,병원,310000,경기,311500,남양주시,,12248,경기도 남양주시 다산중앙로 105-8 다산동 3~5층 (다산동),http://www.imom-children.co.kr/index.asp,2019-06-04,4,0,0,0,4,0,0,0,0,0,0,0,0,127.1529071,37.6227086
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,아이본병원,21,병원,340000,충남,340201,천안서북구,,31156,충청남도 천안시 서북구 불당25로 206-0 중앙타워2차,,2019-09-27,8,0,0,0,8,0,0,0,0,0,0,0,0,127.1093305,36.8193168
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,아이사랑병원,21,병원,210000,부산,210013,부산연제구,,47549,"부산광역시 연제구 반송로 28-1 1층 일부(102호, 104호),2,3,4,5,10층 (연산동)",,2021-02-05,5,0,0,0,5,0,0,0,0,0,0,0,0,129.0840759,35.1875613
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,아이사랑병원,21,병원,380000,경남,380100,김해시,삼정동,50934,경상남도 김해시 활천로 22 (삼정동),,2012-09-06,3,0,0,0,3,0,0,0,0,0,0,0,0,128.8940037,35.2295021
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,아이엠재활병원,21,병원,330000,충북,330104,청주서원구,,28702,충청북도 청주시 서원구 청남로 2140-0  (모충동),,2011-02-21,6,0,0,0,6,0,0,0,0,0,0,0,0,127.4886277,36.6229261
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ5OSQzNjE4MzIjODEjJDEjJDYjJDgz,아이원병원,21,병원,310000,경기,310100,광명시,,14316,"경기도 광명시 소하로75번길 10 (소하동, 하나로빌딩)",,2016-07-11,8,0,0,0,8,0,0,0,0,0,0,0,0,126.8849787,37.4479271
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,아이웰어린이병원,21,병원,330000,충북,330103,청주청원구,,28318,충청북도 청주시 청원구 주성로 273-0  (주성동),,2014-08-29,8,0,0,0,8,0,0,0,0,0,0,0,0,127.4967561,36.6706315
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz,아이윤병원,21,병원,260000,울산,260003,울산중구,,44530,"울산광역시 중구 번영로 371 3,6,7,12층 (학산동)",,2016-12-31,3,0,0,0,2,1,0,0,0,0,0,0,0,129.3268217,35.5582223
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,아이퍼스트아동병원,21,병원,240000,광주,240003,광주서구,,61935,광주광역시 서구 상무대로 1129 2~6층 (농성동),,2009-06-11,9,0,0,0,9,0,0,0,0,0,0,0,0,126.8851904,35.1541212
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz,아주병원,21,병원,240000,광주,240005,광주남구,,61639,광주광역시 남구 중앙로 130-6 (구동),,2013-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,126.911107,35.146153
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,아주재활병원,21,병원,210000,부산,210010,부산사하구,,49427,"부산광역시 사하구 낙동남로 1412 13~15층 (하단동, 경부빌딩)",,2010-11-24,1,0,0,0,1,0,0,0,0,0,0,0,0,128.966083,35.1057921
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,아카시아병원,21,병원,110000,서울,110025,금천구,독산동,8579,서울특별시 금천구 시흥대로114길 5 (독산동),,2003-11-07,4,0,0,0,4,0,0,0,0,0,0,0,0,126.8985537,37.4680986
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,안강병원,21,병원,110000,서울,110001,강남구,,6226,"서울특별시 강남구 언주로 327 지하1층, 2~7층 (역삼동)",http://www.ahnkang.com,2013-01-25,9,2,0,0,7,0,0,0,0,0,0,0,0,127.0449869,37.4970908
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,안산21세기병원,21,병원,310000,경기,311101,안산단원구,,15272,경기도 안산시 단원구 보화로 50 (고잔동),,2009-07-31,12,0,0,0,12,0,0,0,0,0,0,0,0,126.8317939,37.3307826
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,안산튼튼병원,21,병원,310000,경기,311102,안산상록구,,15512,"경기도 안산시 상록구 도매시장로 4 (이동, 광덕빌딩)",,2008-01-31,10,0,0,0,10,0,0,0,0,0,0,0,0,126.8569569,37.3078681
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,안성동인병원,21,병원,310000,경기,312400,안성시,인지동,17583,경기도 안성시 인지1길 9 (인지동),,2002-01-03,2,0,0,0,2,0,0,0,0,0,0,0,0,127.2668375,37.0052083
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,알엠병원,21,병원,220000,인천,220001,인천미추홀구,,22218,인천광역시 미추홀구 한나루로 446 (학익동),http://www.rmhospital.co.kr,2011-10-11,4,0,0,0,3,0,0,0,0,1,0,0,0,126.6675789,37.446775
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,앙즈로여성병원,21,병원,340000,충남,340201,천안서북구,,31156,충청남도 천안시 서북구 불당33길 1 외1(불당25로104) (불당동),,2017-02-14,12,0,0,0,12,0,0,0,0,0,0,0,0,127.1069713,36.810453
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,양덕서울아동병원,21,병원,380000,경남,380701,창원마산회원구,,51315,경상남도 창원시 마산회원구 양덕로 190 (석전동),,2016-10-10,4,0,0,0,4,0,0,0,0,0,0,0,0,128.5804095,35.2342802
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,양병원,21,병원,310000,경기,311500,남양주시,,12234,경기도 남양주시 경춘로 933 (금곡동),http://www.yanghn.co.kr/,1996-10-31,18,0,0,0,18,0,0,0,0,0,0,0,0,127.2052106,37.6335493
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,양산아이들병원,21,병원,380000,경남,381100,양산시,,50611,경상남도 양산시 물금읍 청운로 354 아이시티 6~7층,,2018-10-15,3,0,0,0,3,0,0,0,0,0,0,0,0,129.0169034,35.3272281
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,양산제일병원,21,병원,380000,경남,381100,양산시,,50650,"경상남도 양산시 동면 금오로 255 3층일부4~8층 301,302호 (양산에이치타워)",,2016-03-04,12,0,0,0,12,0,0,0,0,0,0,0,0,129.0272477,35.3159985
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,양주예쓰병원,21,병원,310000,경기,312700,양주시,,11451,경기도 양주시 회정로 103-103 (덕정동),,2002-05-25,9,0,0,0,9,0,0,0,0,0,0,0,0,127.0645197,37.8377793
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,양주우리병원,21,병원,310000,경기,312700,양주시,광적면,11416,경기도 양주시 광적면 백은로 261 지하2층~4층,,2011-03-16,4,0,0,0,4,0,0,0,0,0,0,0,0,126.9898206,37.8166971
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,양주한국병원,21,병원,310000,경기,312700,양주시,,11452,경기도 양주시 화합로 1489 (고암동),,2021-08-06,1,0,0,0,1,0,0,0,0,0,0,0,0,127.0728376,37.8389263
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,양평병원,21,병원,310000,경기,310009,양평군,,12550,경기도 양평군 양평읍 중앙로 129 (),http://www.ypghosp.co.kr/,1995-01-20,14,1,0,0,13,0,0,0,0,0,0,0,0,127.5035413,37.4938653
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,어울림병원,21,병원,110000,서울,110013,영등포구,,7353,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",,2017-09-08,7,0,0,0,7,0,0,0,0,0,0,0,0,126.9209727,37.5133082
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,에덴메디여성병원,21,병원,310000,경기,310601,수원권선구,,16554,경기도 수원시 권선구 동수원로 220 (권선동),http://www.edenmedi.or.kr/,2005-06-07,10,0,0,0,10,0,0,0,0,0,0,0,0,127.0340167,37.2493456
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,에덴병원,21,병원,240000,광주,240002,광주북구,,61195,광주광역시 북구 면앙로170번길 10 (두암동),http://www.edenhospital.co.kr/,1993-11-23,20,0,0,0,20,0,0,0,0,0,0,0,0,126.9297008,35.1755212
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,에덴어린이병원,21,병원,210000,부산,210004,부산진구,,47276,부산광역시 부산진구 가야대로 649 9~15층 (가야동),,2021-12-24,3,0,0,0,3,0,0,0,0,0,0,0,0,129.0426109,35.1561758
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,에디스여성병원,21,병원,210000,부산,210010,부산사하구,,49398,부산광역시 사하구 낙동대로 361 (당리동),,2007-10-01,6,0,0,0,6,0,0,0,0,0,0,0,0,128.9778658,35.1015033
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz,에스병원,21,병원,230000,대구,230007,대구달서구,,42694,대구광역시 달서구 와룡로 57 (본리동),,2006-08-01,2,0,0,0,2,0,0,0,0,0,0,0,0,128.5364255,35.8378831
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,에스병원(S병원),21,병원,210000,부산,210007,부산영도구,,49102,"부산광역시 영도구 동삼로 55-1 지하2층, 2층~8층, 9층 일부 (동삼동)",,2020-01-10,3,0,0,0,3,0,0,0,0,0,0,0,0,129.0700426,35.0783081
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,에스알씨(SRC)재활병원,21,병원,310000,경기,312600,광주시,,12728,경기도 광주시 초월읍 경수길 25 (),http://srchospital.com/,1993-08-30,5,0,0,0,5,0,0,0,0,0,0,0,0,127.2870784,37.4186103
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,에스앤유서울병원,21,병원,110000,서울,110003,강서구,,7803,"서울특별시 강서구 공항대로 237 에이스타워 마곡 3,4,5,6층 (마곡동)",,2019-06-18,12,0,0,0,12,0,0,0,0,0,0,0,0,126.8339126,37.5594527
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,에스앤케이병원,21,병원,250000,대전,250003,대전서구,,35235,대전광역시 서구 둔산남로 46-0  4~6층 (둔산동),www.skhospital.org,2007-04-12,6,0,0,0,6,0,0,0,0,0,0,0,0,127.382579,36.3487189
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,에스엘서울병원,21,병원,310000,경기,312700,양주시,,11494,경기도 양주시 고삼로 13 (만송동),,2020-06-29,8,0,0,0,8,0,0,0,0,0,0,0,0,127.085522,37.8004518
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,에스케이제이병원,21,병원,240000,광주,240002,광주북구,,61163,광주광역시 북구 갈마로 27 (풍향동),,2016-03-01,9,0,0,0,9,0,0,0,0,0,0,0,0,126.9335787,35.161402
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,에이스병원,21,병원,310000,경기,311101,안산단원구,,15353,"경기도 안산시 단원구 화랑로 376 B1, 1층 일부, 2~5층 (고잔동)",,2015-03-27,12,0,0,0,12,0,0,0,0,0,0,0,0,126.8292584,37.3209935
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,에이스병원,21,병원,310000,경기,311500,남양주시,,12248,경기도 남양주시 다산중앙로145번길 9 에이스병원 2~7층 402호 제외호 (다산동),,2020-12-15,7,0,0,0,7,0,0,0,0,0,0,0,0,127.1514388,37.6255897
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz,에이치엠병원,21,병원,260000,울산,260001,울산남구,,44676,울산광역시 남구 중앙로167번길 26 (신정동),www.hmhospital.com,2002-12-30,10,0,0,0,10,0,0,0,0,0,0,0,0,129.3110064,35.5355076
